Initalisierung abgeschlossen !
****************************************************************************************
Taste drücken, um Phase 1 zu starten.
Start Phase 1: Beide Tore werden jetzt mit PWM=200 bis zum Anschlag geöffnet (PHASE1_OPENING)....
Initiale Werte:	4482;	 st:1;	 PWM-R:0;	 PWM-L:0;	 I-R:0;	 I-L:0;	 I-R-Lim:0;	 I-L-Lim:0;	 PWM-R-Ziel:200;	 PWM-L-Ziel:200;	 R-Blk:0;	 L-Blk:0
Start Phase 1: Das linke Tor hat jetzt den Anschlag erreicht (PHASE1_OPENING)....
Start Phase 1: Das rechte Tor hat jetzt den Anschlag erreicht (PHASE1_OPENING)....
Phase 1: Beide Tore sind nun bis zum Anschlag geöffnet und gestoppt
Phase 1: ...  3 Sekunden Pause zur Beruhigung der Tore .....
Phase 1: Ermitteln des erforderlichen PWM-Wertes für Erkennung Überlast/Anschlag beginnt (PHASE1_TESTING)....
Initiale Werte:	14544;	 st:2;	 PWM-R:0;	 PWM-L:0;	 I-R:340;	 I-L:0;	 I-R-Lim:290;	 I-L-Lim:290;	 PWM-R-Ziel:200;	 PWM-L-Ziel:200;	 R-Blk:0;	 L-Blk:0
14556:	 PWM(L): 0;	 aktuelle Stromstärke: 0;	 Stromstärke (vorheriger Wert): 1
2745 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2754 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2762 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2772 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2781 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2790 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2798 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2807 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2817 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2825 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2834 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2843 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2852 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2861 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2870 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2879 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2887 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2896 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2906 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2915 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2923 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2932 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2942 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2950 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2959 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2968 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2977 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2986 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
2995 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3004 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3012 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3021 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3031 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3040 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3048 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3057 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3066 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3075 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3084 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3093 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3102 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3110 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3120 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3129 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3137 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3146 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3156 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3165 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3173 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3182 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3191 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3200 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3209 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3218 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3227 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3235 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3245 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3254 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3262 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3271 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3280 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3290 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3298 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3307 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 4;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3316 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3325 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3334 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3343 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3352 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3360 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3370 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3379 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3387 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3396 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3405 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3415 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3423 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3432 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3441 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3449 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3459 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3468 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3477 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3485 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3494 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3504 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3512 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3521 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3530 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3540 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3548 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3557 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3566 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3575 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3584 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3593 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3602 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3610 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3619 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3629 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3638 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3646 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3655 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3664 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3673 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3682 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3691 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3700 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3709 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3718 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3727 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3735 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3744 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3754 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3763 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3771 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3780 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3789 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3798 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3807 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3816 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3825 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3833 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3843 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3852 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3860 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3869 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3878 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3888 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3896 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3905 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3914 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3923 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3932 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3941 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3950 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3958 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3968 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3977 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3985 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
3994 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4003 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4013 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4021 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4030 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4039 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4047 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4057 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4066 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4075 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4083 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4093 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4102 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4110 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4119 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4128 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4138 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4146 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4155 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4164 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4172 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4182 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4191 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4200 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4208 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4217 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4227 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4235 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4244 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4253 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4262 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4271 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 0;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4280 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4289 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4297 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4307 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 2;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4316 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4325 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4333 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4342 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4352 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4360 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4369 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4378 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 3;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
4387 [ms]:	 PWM(L): 130;	 aktuelle Stromstärke: 1;	 IsDoor_L_Blocked: 0;	 Runtime_Direction_Opening: 0
